쉼터명,쉼터 종류,쉼터 유형,주소,운영시간,휴무일,운영시작일,운영종료일,설치장소,면적,이용가능인원,냉난방기,추천날씨,실내/외,Wi-Fi,충전시설,공기정화기,decimalLatitude,decimalLongitude
KT (주)에이치커넥션 먹골역점,기후동행쉼터,통신사 대리점,서울 중랑구 공릉로2길 8-4 칼튼테라스 105호 (묵동),09~19시,,,,,,,Y,"['폭염', '비', '한파', '눈']",실내,Y,Y,,37.61184252,127.0782455
KT (주)에이치커넥션 방학역점,기후동행쉼터,통신사 대리점,서울 도봉구 도봉로 689 (방학동),09~19시,,,,,,,Y,"['폭염', '비', '한파', '눈']",실내,Y,Y,,37.66598643,127.0426385
KT (주)세븐업_경기북부_노원역점,기후동행쉼터,통신사 대리점,"서울 노원구 노해로 488 102호 KT 매장 (상계동, 일서빌딩)",09~19시,,,,,,,Y,"['폭염', '비', '한파', '눈']",실내,Y,Y,,37.65432229,127.0621686
KT (주)세븐업_경기북부_공릉역점,기후동행쉼터,통신사 대리점,"서울 노원구 동일로 1077 1층 (공릉동, 스테이션빌딩)",09~19시,,,,,,,Y,"['폭염', '비', '한파', '눈']",실내,Y,Y,,37.62605156,127.0724374
KT (주)세븐업_경기북부_수유역점,기후동행쉼터,통신사 대리점,서울 강북구 도봉로 339 1층 (수유동),09~19시,,,,,,,Y,"['폭염', '비', '한파', '눈']",실내,Y,Y,,37.6382539,127.0254891
KT 도다텔_은평뉴타운점,기후동행쉼터,통신사 대리점,"서울 은평구 진관3로 21 101동 116호 (진관동, 은평뉴타운엘크루)",09~19시,,,,,,,Y,"['폭염', '비', '한파', '눈']",실내,Y,Y,,37.6396025,126.9190145
KT 하이팀_구산역점,기후동행쉼터,통신사 대리점,"서울 은평구 서오릉로 139 1층 KT (역촌동, 주영빌딩)",09~19시,,,,,,,Y,"['폭염', '비', '한파', '눈']",실내,Y,Y,,37.61083816,126.9174772
KT 하이팀_홍대센트럴점,기후동행쉼터,통신사 대리점,서울 마포구 홍익로 25 KT매장 (서교동),09~19시,,,,,,,Y,"['폭염', '비', '한파', '눈']",실내,Y,Y,,37.5544056,126.9219658
KT 하이팀_연신내센트럴점,기후동행쉼터,통신사 대리점,서울 은평구 통일로 855-13 1층 KT (갈현동),09~19시,,,,,,,Y,"['폭염', '비', '한파', '눈']",실내,Y,Y,,37.61915856,126.9198952
KT 하이팀_역촌역점,기후동행쉼터,통신사 대리점,서울 은평구 진흥로 105 1층 KT (역촌동),09~19시,,,,,,,Y,"['폭염', '비', '한파', '눈']",실내,Y,Y,,37.60630086,126.9225217
KT 하이팀_응암시장점,기후동행쉼터,통신사 대리점,서울 은평구 응암로 247 1층 KT대리점 (응암동),09~19시,,,,,,,Y,"['폭염', '비', '한파', '눈']",실내,Y,Y,,37.59422371,126.9178546
KT 하이팀_범서점,기후동행쉼터,통신사 대리점,"서울 은평구 통일로 842 1층 (불광동, 범서빌딩)",09~19시,,,,,,,Y,"['폭염', '비', '한파', '눈']",실내,Y,Y,,37.61869023,126.9220638
KT 하이팀_망원시장점,기후동행쉼터,통신사 대리점,서울 마포구 망원로 81 (망원동),09~19시,,,,,,,Y,"['폭염', '비', '한파', '눈']",실내,Y,Y,,37.55767445,126.9058253
KT 하이팀_연신내스퀘어점,기후동행쉼터,통신사 대리점,서울 은평구 연서로 216 아트캐슬주상복합 1층 106호 KT (대조동),09~19시,,,,,,,Y,"['폭염', '비', '한파', '눈']",실내,Y,Y,,37.61780002,126.9201202
KT 하이팀_응암역점,기후동행쉼터,통신사 대리점,"서울 은평구 은평로 82 126 1층 127호 (응암동, 해태드림타운)",09~19시,,,,,,,Y,"['폭염', '비', '한파', '눈']",실내,Y,Y,,,
KT 엠에이치플러스_연신내점,기후동행쉼터,통신사 대리점,서울 은평구 연서로 278 상가 (불광동),09~19시,,,,,,,Y,"['폭염', '비', '한파', '눈']",실내,Y,Y,,37.62075042,126.9253876
KT (주)에스비트_녹번역점,기후동행쉼터,통신사 대리점,"서울 은평구 은평로 240 상가 1층 318호 KT (응암동, 힐스테이트녹번역)",09~19시,,,,,,,Y,"['폭염', '비', '한파', '눈']",실내,Y,Y,,37.60042147,126.9349481
KT HJY연신내역점,기후동행쉼터,통신사 대리점,서울 은평구 연서로 228 상가주택 1층 (대조동),09~19시,,,,,,,Y,"['폭염', '비', '한파', '눈']",실내,Y,Y,,37.61849786,126.9206885
KT HJY합정역3호점,기후동행쉼터,통신사 대리점,"서울 마포구 양화로 45 B동 418호 (서교동, 메세나폴리스)",09~19시,,,,,,,Y,"['폭염', '비', '한파', '눈']",실내,Y,Y,,37.5515008,126.9139502
KT HJY홍제역2호점,기후동행쉼터,통신사 대리점,서울 서대문구 통일로 450 홍제역 12번 출구 사이 상가주택 (홍제동),09~19시,,,,,,,Y,"['폭염', '비', '한파', '눈']",실내,Y,Y,,37.58896925,126.9442924
KT HJY연신내역2호점 ,기후동행쉼터,통신사 대리점,서울 은평구 연서로 217 1층 KT매장 (갈현동),09~19시,,,,,,,Y,"['폭염', '비', '한파', '눈']",실내,Y,Y,,37.61810809,126.9196242
KT HJY홍제역점,기후동행쉼터,통신사 대리점,서울 서대문구 통일로 435-2 1층 (홍제동),09~19시,,,,,,,Y,"['폭염', '비', '한파', '눈']",실내,Y,Y,,37.58783978,126.9449106
KT HJY합정역2호점,기후동행쉼터,통신사 대리점,서울 마포구 양화로 52 (서교동),09~19시,,,,,,,Y,"['폭염', '비', '한파', '눈']",실내,Y,Y,,37.54967734,126.9146678
KT HJY불광역점,기후동행쉼터,통신사 대리점,서울 은평구 통일로 736 1층 불광역 8번출구 (불광동),09~19시,,,,,,,Y,"['폭염', '비', '한파', '눈']",실내,Y,Y,,37.61127002,126.9296076
KT HJY서대문역점,기후동행쉼터,통신사 대리점,서울 서대문구 통일로 137 1층 (냉천동),09~19시,,,,,,,Y,"['폭염', '비', '한파', '눈']",실내,Y,Y,,37.56670034,126.9654482
KT HJY불광역2호점,기후동행쉼터,통신사 대리점,서울 은평구 통일로 747 (대조동),09~19시,,,,,,,Y,"['폭염', '비', '한파', '눈']",실내,Y,Y,,37.61185628,126.9282331
KT HJY이대역점,기후동행쉼터,통신사 대리점,서울 서대문구 이화여대길 33 1층 KT (대현동),09~19시,,,,,,,Y,"['폭염', '비', '한파', '눈']",실내,Y,Y,,37.55846065,126.945623
KT (주)엠텔레콤_녹번점,기후동행쉼터,통신사 대리점,"서울 은평구 진흥로 188 1층 KT (녹번동, 상일빌라)",09~19시,,,,,,,Y,"['폭염', '비', '한파', '눈']",실내,Y,Y,,37.60827541,126.9303885
